"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Age","Answer.Education","Answer.Gender","Answer.HouseHoldIncome","Answer.Sirius Radio","Answer.Wharton Radio","Approve","Reject"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","30JNVC0OR9KSLGT9MNZDIYRFOAQQH8","A3MSF70TCWWX3B","Approved","Sat May 24 12:16:06 GMT 2014","Sat May 24 12:16:18 GMT 2014","Sat May 24 05:36:18 PDT 2014","Sat May 24 05:23:27 PDT 2014","","","12","100% (1/1)","100% (1/1)","100% (1/1)","21","Some college, no diploma; or Associate’s degree","Female","$30,000 - $50,000","No","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3OJSZ2ATDSW6Z54ZPMPYTA7UEB7578","A3BBU6BVZNLE8C","Approved","Sat May 24 12:16:20 GMT 2014","Sat May 24 12:16:45 GMT 2014","Sat May 24 05:36:45 PDT 2014","Sat May 24 05:23:26 PDT 2014","","","25","100% (1/1)","100% (1/1)","100% (1/1)","56","Some college, no diploma; or Associate’s degree","Female","$15,000 - $30,000","No","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3MRNMEIQW560I38U8M8RARDNMCALD5","A2WOZPIFGD3RDK","Approved","Sat May 24 12:16:55 GMT 2014","Sat May 24 12:17:08 GMT 2014","Sat May 24 05:37:08 PDT 2014","Sat May 24 05:23:26 PDT 2014","","","13","100% (1/1)","100% (1/1)","100% (1/1)","40","Graduate or professional degree","Female","$50,000 - $75,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3PB5A5BD0V64F2TJ6I8PX7YJ4KLG71","A5TSLUMV98WMR","Approved","Sat May 24 12:18:10 GMT 2014","Sat May 24 12:18:43 GMT 2014","Sat May 24 05:38:43 PDT 2014","Sat May 24 05:23:26 PDT 2014","","","33","100% (3/3)","100% (3/3)","100% (1/1)","52","Graduate or professional degree","Female","Above $150,000","Yes","Yes"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3DZQRBDBSLFP4O1NZ6ZG9456NTSS3R","A2MPW5P3ERJCN0","Approved","Sat May 24 12:19:05 GMT 2014","Sat May 24 12:19:18 GMT 2014","Sat May 24 05:39:18 PDT 2014","Sat May 24 05:23:26 PDT 2014","","","13","100% (1/1)","100% (1/1)","100% (1/1)","33","Bachelor’s degree or other 4-year degree","Male","$30,000 - $50,000","No","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3WQ3B2KGE8GUDZ661GZ2VMG9LLTB1I","A1ZKJ36E7AW9EP","Approved","Sat May 24 12:28:04 GMT 2014","Sat May 24 12:28:28 GMT 2014","Sat May 24 05:48:28 PDT 2014","Sat May 24 05:34:47 PDT 2014","","","24","100% (1/1)","100% (1/1)","100% (1/1)","55","Some college, no diploma; or Associate’s degree","Male","$30,000 - $50,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","37M28K1J0QDWP6HILR5C4BSPXK8JAZ","A1I219Q6XFRG74","Approved","Sat May 24 12:31:28 GMT 2014","Sat May 24 12:32:00 GMT 2014","Sat May 24 05:52:00 PDT 2014","Sat May 24 05:34:47 PDT 2014","","","32","100% (1/1)","100% (1/1)","100% (1/1)","24","Some college, no diploma; or Associate’s degree","Female","$30,000 - $50,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3DIP6YHAPCSAV22BASA7B4922OCE85","A106PX4M8GGHP9","Approved","Sat May 24 12:35:13 GMT 2014","Sat May 24 12:35:32 GMT 2014","Sat May 24 12:55:32 GMT 2014","2014/05/24 12:57:14 +0000","","","19","100% (1/1)","100% (1/1)","100% (1/1)","40","Bachelor’s degree or other 4-year degree","Female","$50,000 - $75,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3EF8EXOTT1V0VI4IP8CJTAZMTQ31JU","A17QOT9NFOE4HW","Approved","Sat May 24 12:35:40 GMT 2014","Sat May 24 12:36:00 GMT 2014","Sat May 24 12:56:00 GMT 2014","2014/05/24 12:57:14 +0000","","","20","100% (1/1)","100% (1/1)","100% (1/1)","35","Bachelor’s degree or other 4-year degree","Female","Less than $15,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3LJ7UR74RHDD67SMRONDKFN6EUHN4W","A1J2SF4IQEQ5OP","Approved","Sat May 24 12:44:41 GMT 2014","Sat May 24 12:46:10 GMT 2014","Sat May 24 06:06:10 PDT 2014","Sat May 24 05:58:05 PDT 2014","","","89","100% (1/1)","100% (1/1)","100% (1/1)","62","Some college, no diploma; or Associate’s degree","Female","$30,000 - $50,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3ATTHHXXWAOCQ855EJCQCIONLQSXI5","A2FC6X0BU6HOKK","Approved","Sat May 24 12:50:07 GMT 2014","Sat May 24 12:50:27 GMT 2014","Sat May 24 06:10:27 PDT 2014","Sat May 24 05:58:06 PDT 2014","","","20","100% (1/1)","100% (1/1)","100% (1/1)","50","Bachelor’s degree or other 4-year degree","Male","$75,000 - $150,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3GD6L00D3SXQWQA3S5PB92R3XKZ1MZ","A2TRT2GUCLEHR2","Approved","Sat May 24 13:00:33 GMT 2014","Sat May 24 13:00:54 GMT 2014","Sat May 24 06:20:54 PDT 2014","Sat May 24 06:08:13 PDT 2014","","","21","100% (1/1)","100% (1/1)","100% (1/1)","35","Bachelor’s degree or other 4-year degree","Male","$75,000 - $150,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","336YQZE83VEPK8BMTSRNCS4K9045ML","A1C4JWS3ONFNES","Approved","Sat May 24 13:16:08 GMT 2014","Sat May 24 13:16:40 GMT 2014","Sat May 24 13:36:40 GMT 2014","2014/05/24 13:37:14 +0000","","","32","100% (1/1)","100% (1/1)","100% (1/1)","50","Bachelor’s degree or other 4-year degree","Male","$30,000 - $50,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3PXX5PX6LXYQ7NJ6XZSV6N9CPF1BA8","A2SGM5DRRF42UL","Approved","Sat May 24 13:25:04 GMT 2014","Sat May 24 13:25:24 GMT 2014","Sat May 24 13:45:24 GMT 2014","2014/05/24 13:47:14 +0000","","","20","100% (1/1)","100% (1/1)","100% (1/1)","30","Bachelor’s degree or other 4-year degree","Male","$75,000 - $150,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3N8OEVH1FRQZSL2GBN2ZD2TGLVOOOO","A3W41C5MFM1ZZ6","Approved","Sat May 24 13:29:47 GMT 2014","Sat May 24 13:30:03 GMT 2014","Sat May 24 13:50:03 GMT 2014","2014/05/24 13:52:14 +0000","","","16","100% (1/1)","100% (1/1)","100% (1/1)","28","Bachelor’s degree or other 4-year degree","Male","$30,000 - $50,000","Yes","No"
"338431Z1FLF03EW2DDE1JD32Q1FROZ","3KTTL66PWGK2TV0FBCU2KHNXPBNHVG","Radio Survey","Quick survey about radio audience","survey, radio, quick, quick survey,  fast, fast survey, easy, easy survey, multiple choice","$0.05","Sat May 24 12:15:32 GMT 2014","2000","BatchId:1544665;","120","1200","Fri May 30 12:15:32 GMT 2014","","","3GNCZX450INSBHKGG4AW17E16JGPA7","A2V0ADROWMC2ZM","Approved","Sat May 24 13:38:55 GMT 2014","Sat May 24 13:39:26 GMT 2014","Sat May 24 13:59:26 GMT 2014","2014/05/24 14:02:14 +0000","","","31","100% (1/1)","100% (1/1)","100% (1/1)","63","High school graduate (or equivalent)","Female","$50,000 - $75,000","Yes","No"
